,image_name,text_default,text_psm7
771,00055.jpg,ทั้ง,ทั้ง
772,00055.jpg,_,_
773,00055.jpg,_,4
774,00055.jpg,_,_
775,00055.jpg,คราง,คราง
776,00055.jpg,กระทึ่ม,กระทึ่ม
777,00055.jpg,_,_
778,00055.jpg,_,พ้า
779,00055.jpg,แลบ,แลบ
780,00055.jpg,เหมือน,เหมือน
781,00055.jpg,ฝน,ฝน
782,00055.jpg,จะ,จะ
783,00055.jpg,ตก,ตก
784,00056.jpg,พอ,พอ
785,00056.jpg,ขาวบ้าน,ขาวบ้าน
786,00056.jpg,เก็บ,เก็บ
787,00056.jpg,สิงของ,สิ่งของ
788,00056.jpg,_,หนี
789,00056.jpg,ฝน,ฝน
790,00056.jpg,แล้ว,แล้ว
791,00056.jpg,เท่านั้น,เท่านั้น
792,00056.jpg,_,_
793,00056.jpg,_,ก็
794,00056.jpg,_,ไม่
795,00056.jpg,ตกลอย,ตกลอย
796,00056.jpg,หาย,หาย
797,00056.jpg,ไป,ไป
798,00057.jpg,_,ข้อ
799,00057.jpg,_,ที่
800,00057.jpg,_,_
801,00057.jpg,_,2
802,00057.jpg,_,_
803,00057.jpg,_,ที่
804,00057.jpg,พระสุบิน,พระสุบิน
805,00057.jpg,เห็น,เห็น
806,00057.jpg,ต้นไม้,ต้นไม้
807,00057.jpg,เล็ก,เล็ก
808,00057.jpg,_,_
809,00057.jpg,_,ๆ
810,00057.jpg,_,_
811,00057.jpg,_,_
812,00058.jpg,_,และ
813,00058.jpg,กอไผ่,กอไผ่
814,00058.jpg,_,_
815,00058.jpg,พอ,พอ
816,00058.jpg,แตก,แตก
817,00058.jpg,หน่อ,หน่อ
818,00058.jpg,_,ได้
819,00058.jpg,คืบ,คืบ
820,00058.jpg,หนึ่ง,หนึ่ง
821,00058.jpg,บ้าง,บ้าง
822,00058.jpg,_,_
823,00058.jpg,ศอก,ศอก
824,00058.jpg,_,หนึ่ง
825,00058.jpg,บ้าง,บ้าง
826,00059.jpg,_,_
827,00059.jpg,_,แล้ว
828,00059.jpg,_,ก็
829,00059.jpg,ผลิตดอกออกผล,ผลิตดอกออกผล
830,00059.jpg,เสีย,เสีย
831,00059.jpg,_,แล้ว
832,00059.jpg,_,_
833,00059.jpg,_,นั้น
834,00059.jpg,คือ,คือ
835,00059.jpg,_,_
836,00059.jpg,ใน,ใน
837,00059.jpg,ออนาคต,ออนาคต
838,00059.jpg,เมื่อ,เมื่อ
839,00059.jpg,โลก,โลก
840,00060.jpg,_,เสื่อม
841,00060.jpg,จาก,จาก
842,00060.jpg,ศึลธรรม,ศึลธรรม
843,00060.jpg,_,_
844,00060.jpg,_,มนุษย์
845,00060.jpg,_,มื
846,00060.jpg,อายุ,อายุ
847,00060.jpg,น้อย,น้อย
848,00060.jpg,ลง,ลง
849,00060.jpg,_,มี
850,00060.jpg,ราคะ,ราคะ
851,00060.jpg,กล้า,กล้า
852,00060.jpg,_,_
853,00060.jpg,เด็ก,เด็ก
854,00061.jpg,หม,มื
855,00061.jpg,สนี,สนี
856,00061.jpg,มงตั้งแต,ตุ้งต้
857,00061.jpg,เล็ก,เล็ก
858,00061.jpg,_,_
859,00061.jpg,สัง,สัง
860,00061.jpg,ครรก,ครรก
861,00061.jpg,_,_
862,00061.jpg,_,รี
863,00061.jpg,งูดรธิตา,งูดรธิตา
864,00061.jpg,ดั้งแต,ดั้งแต
865,00061.jpg,จาย,จาย
866,00061.jpg,_,_
867,00061.jpg,_,_
868,00062.jpg,ยัง,ยัง
869,00062.jpg,น้อย,น้อย
870,00062.jpg,_,_
871,00062.jpg,_,ข้อ
872,00062.jpg,ซม,ที่
873,00062.jpg,_,_
874,00062.jpg,_,3
875,00062.jpg,_,_
876,00062.jpg,_,ที่
877,00062.jpg,พพระสุบิน,พพระสุบิน
878,00062.jpg,_,เห็น
879,00062.jpg,แม่,แม่
880,00062.jpg,วัว,วัว
881,00062.jpg,หา,หา
882,00063.jpg,_,%
883,00063.jpg,_,2
884,00063.jpg,%,%
885,00063.jpg,ฯ#,5
886,00063.jpg,_,”
887,00063.jpg,ซ%,_
888,00063.jpg,๑,%
889,00063.jpg,_,_
890,00063.jpg,_,_
891,00063.jpg,_,_
892,00063.jpg,_,_
893,00063.jpg,_,_
894,00063.jpg,_,_
895,00063.jpg,_,_
896,00064.jpg,_,คือ
897,00064.jpg,_,ใน
898,00064.jpg,อนาคต,อนาคต
899,00064.jpg,_,_
900,00064.jpg,เมื่อ,เมื่อ
901,00064.jpg,โลก,โลก
902,00064.jpg,เสื่อม,เสื่อม
903,00064.jpg,จาก,จาก
904,00064.jpg,ค็ลธรรม,ค็ลธรรม
905,00064.jpg,_,_
906,00064.jpg,มนุษย์,มนุษย์
907,00064.jpg,_,_
908,00064.jpg,พา,พา
909,00064.jpg,_,กัน
910,00065.jpg,ละทิ้ง,ละทิ้ง
911,00065.jpg,ความ,ความ
912,00065.jpg,ประพฤติ,ประพฤติ
913,00065.jpg,อ่อนน้อม,อ่อนน้อม
914,00065.jpg,ต่อ,ต่อ
915,00065.jpg,ผู้ใหญ่,ผู้ใหญ่
916,00065.jpg,_,_
917,00065.jpg,_,_
918,00065.jpg,เซษฐาปจาชิกธรรม,เซษฐาปจาชิกธรรม
919,00065.jpg,_,_
920,00065.jpg,ลูก,ลูก
921,00065.jpg,_,ไม่
922,00065.jpg,เคารพ,เคารพ
923,00065.jpg,เชื่อฟัง,เชื่อฟัง
924,00066.jpg,พอแม่,พอแม่
925,00066.jpg,_,_
926,00066.jpg,_,บู๋
927,00066.jpg,_,_
928,00066.jpg,ย่า,ย่า
929,00066.jpg,_,_
930,00066.jpg,ตา,ตา
931,00066.jpg,_,_
932,00066.jpg,ยาย,ยาย
933,00066.jpg,_,_
934,00066.jpg,คนเฒ่าคนแก,คนเฒ่าคนแก
935,00066.jpg,หมด,หมด
936,00066.jpg,_,ที่
937,00066.jpg,พึ่ง,พึ่ง
938,00067.jpg,อาศัย,อาศัย
939,00067.jpg,ต้อง,ต้อง
940,00067.jpg,_,ง้อ
941,00067.jpg,เด็ก,เด็ก
942,00067.jpg,_,_
943,00067.jpg,_,ๆ
944,00067.jpg,_,_
945,00067.jpg,เลี้ยง,เลี้ยง
946,00067.jpg,_,ซีพ
947,00067.jpg,_,_
948,00067.jpg,_,ข้อ
949,00067.jpg,_,ที์
950,00067.jpg,_,_
951,00067.jpg,_,4
952,00068.jpg,_,_
953,00068.jpg,_,ที่
954,00068.jpg,พระสุบิน,พระสุบิน
955,00068.jpg,เห็น,เห็น
956,00068.jpg,ฝุง,ฝุง
957,00068.jpg,ชน,ชน
958,00068.jpg,_,ไม่
959,00068.jpg,เทียม,เทียม
960,00068.jpg,แอก,แอก
961,00068.jpg,_,วัว
962,00068.jpg,ใหญ่,ใหญ่
963,00068.jpg,_,ที่
964,00068.jpg,เป็น,เป็น
965,00068.jpg,งาน,งาน
966,00069.jpg,_,กลับ
967,00069.jpg,ไป,ไป
968,00069.jpg,เทียม,เทียม
969,00069.jpg,_,วัง
970,00069.jpg,หนุ่ม,หนุ่ม
971,00069.jpg,_,ที่
972,00069.jpg,_,ไม
973,00069.jpg,เบ็น,เบ็น
974,00069.jpg,งาน,งาน
975,00069.jpg,_,_
976,00069.jpg,ต่าง,ต่าง
977,00069.jpg,_,สลัด
978,00069.jpg,แอก,แอก
979,00069.jpg,ทิ้ง,ทิ้ง
980,00070.jpg,ง,_
981,00070.jpg,ฉัน,ง๒
982,00070.jpg,จฉั,_
983,00070.jpg,_,_
984,00070.jpg,_,_
985,00070.jpg,_,_
986,00070.jpg,_,_
987,00070.jpg,_,_
988,00070.jpg,_,_
989,00070.jpg,_,_
990,00070.jpg,_,_
991,00070.jpg,_,_
992,00070.jpg,_,_
993,00070.jpg,_,_
994,00071.jpg,_,โลก
995,00071.jpg,เลื่อม,เลื่อม
996,00071.jpg,จาก,จาก
997,00071.jpg,คีลธรรม,คีลธรรม
998,00071.jpg,_,_
999,00071.jpg,บัณฑิต,บัณฑิต
1000,00071.jpg,_,ผุ้
1001,00071.jpg,_,ม
1002,00071.jpg,คีลธรรม,คีลธรรม
1003,00071.jpg,จัก,จัก
1004,00071.jpg,ไม่,ไม่
1005,00071.jpg,ได้รับการ,ได้รับการ
1006,00071.jpg,แต่งตั้ง,แต่งตั้ง
1007,00071.jpg,เป็น,เป็น
1008,00072.jpg,_,ผู้
1009,00072.jpg,ตัดสิน,ตัดสิน
1010,00072.jpg,_,คดี
1011,00072.jpg,_,_
1012,00072.jpg,_,_
1013,00072.jpg,ศาล,ศาล
1014,00072.jpg,_,_
1015,00072.jpg,_,_
1016,00072.jpg,ข้าราชการ,จข้าราชการ
1017,00072.jpg,และ,และ
1018,00072.jpg,ปกครอง,ปกครอง
1019,00072.jpg,บานเมือง,บ้านเมือง
1020,00072.jpg,_,_
1021,00072.jpg,_,ผู้
1022,00073.jpg,_,ไม่
1023,00073.jpg,ชม,มื
1024,00073.jpg,ศีลธรรม,ศีลธรรม
1025,00073.jpg,จัก,จัก
1026,00073.jpg,_,ได้
1027,00073.jpg,เป็นใหญ่,เป็นใหญ่
1028,00073.jpg,บริหาร,บริหาร
1029,00073.jpg,บ้านเมือง,บ้านเมือง
1030,00073.jpg,_,_
1031,00073.jpg,จัก,จัก
1032,00073.jpg,_,ละ
1033,00073.jpg,_,ทิ้ง
1034,00073.jpg,งาน,งาน
1035,00073.jpg,_,_
1036,00074.jpg,กวาม,กวาม
1037,00074.jpg,เสื่อม,เสื่อม
1038,00074.jpg,จัก,จัก
1039,00074.jpg,_,มี
1040,00074.jpg,_,แก
1041,00074.jpg,ประเทศชาติ,ประเทศชาติ
1042,00074.jpg,_,_
1043,00074.jpg,_,ข้อ
1044,00074.jpg,_,ที่
1045,00074.jpg,_,อ
1046,00074.jpg,_,_
1047,00074.jpg,ซม,พี่
1048,00074.jpg,พระสุบิน,พระสุบิน
1049,00074.jpg,เห็น,เห็น
1050,00075.jpg,_,ม้า
1051,00075.jpg,ตัว,ตัว
1052,00075.jpg,_,หนึ่ง
1053,00075.jpg,_,มี
1054,00075.jpg,ปาก,ปาก
1055,00075.jpg,สอง,สอง
1056,00075.jpg,ปาก,ปาก
1057,00075.jpg,_,_
1058,00075.jpg,_,ฝุ่ง
1059,00075.jpg,ขน,ขน
1060,00075.jpg,พา,พา
1061,00075.jpg,กัน,กัน
1062,00075.jpg,_,ให้
1063,00075.jpg,หผ้า,หผ้า
1064,00076.jpg,_,ที่
1065,00076.jpg,ปาก,ปาก
1066,00076.jpg,สอง,สอง
1067,00076.jpg,_,ข้าง
1068,00076.jpg,ของ,ของ
1069,00076.jpg,มัน,มัน
1070,00076.jpg,_,_
1071,00076.jpg,นั้น,นั้น
1072,00076.jpg,คือ,คือ
1073,00076.jpg,ใน,ใน
1074,00076.jpg,อนาคต,อนาคต
1075,00076.jpg,เมื่อ,เมื่อ
1076,00076.jpg,โลก,โลก
1077,00076.jpg,เลื่อม,เลื่อม
1078,00077.jpg,จาก,จาก
1079,00077.jpg,ศีลธรรม,ศีลธรรม
1080,00077.jpg,_,_
1081,00077.jpg,คน,คน
1082,00077.jpg,_,ไม่
1083,00077.jpg,_,มึ
1084,00077.jpg,ศีลธรรม,ศีลธรรม
1085,00077.jpg,จัก,จัก
1086,00077.jpg,_,ได้
1087,00077.jpg,เป็น,เป็น
1088,00077.jpg,_,ผู
1089,00077.jpg,ตัดสิน,ตัดสิน
1090,00077.jpg,_,คดี
1091,00077.jpg,_,_
1092,00078.jpg,_,_
1093,00078.jpg,ศาล,ศาล
1094,00078.jpg,_,_
1095,00078.jpg,_,_
1096,00078.jpg,_,ก็
1097,00078.jpg,จัก,จัก
1098,00078.jpg,รับ,รับ
1099,00078.jpg,สินบน,สินบน
1100,00078.jpg,จาก,จาก
1101,00078.jpg,มือ,มือ
1102,00078.jpg,_,คู่
1103,00078.jpg,_,คดี
1104,00078.jpg,ทั้ง,ทั้ง
1105,00078.jpg,สอง,สอง
1106,00079.jpg,_,_
1107,00079.jpg,_,ข้อ
1108,00079.jpg,ซม,ท่
1109,00079.jpg,_,๓
1110,00079.jpg,_,6
1111,00079.jpg,_,_
1112,00079.jpg,ซม,ทึ๋
1113,00079.jpg,พระสบิน,พระสบิน
1114,00079.jpg,เห็น,เห็น
1115,00079.jpg,มหาชน,มหาชน
1116,00079.jpg,ขัด,ขัด
1117,00079.jpg,_,_
1118,00079.jpg,_,_
1119,00079.jpg,_,_
1120,00080.jpg,ถูถาค,ถูถาค
1121,00080.jpg,ทอง,ทอง
1122,00080.jpg,ราคา,ราคา
1123,00080.jpg,แพง,แพง
1124,00080.jpg,แล้ว,แล้ว
1125,00080.jpg,นํา,นํา
1126,00080.jpg,ไป,ไป
1127,00080.jpg,_,ให้
1128,00080.jpg,หมาจึ้ง,หมาจึ้ง
1129,00080.jpg,จอก,จอก
1130,00080.jpg,แก่,แก่
1131,00080.jpg,ตัว,ตัว
1132,00080.jpg,หนึ่ง,หนึ่ง
1133,00080.jpg,บัส,บัส
1134,00081.jpg,สวะ,สวะ
1135,00081.jpg,_,ใส
1136,00081.jpg,ถาด,ถาด
1137,00081.jpg,ทอง,ทอง
1138,00081.jpg,_,_
1139,00081.jpg,_,บั้น
1140,00081.jpg,คือ,คือ
1141,00081.jpg,_,_
1142,00081.jpg,_,ใน
1143,00081.jpg,อนาคต,อนาคต
1144,00081.jpg,_,เมื่อ
1145,00081.jpg,โลก,โลก
1146,00081.jpg,เสื่อม,เสื่อม
1147,00081.jpg,จาก,จาก
1148,00082.jpg,ศีลธรรม,ศีลธรรม
1149,00082.jpg,_,_
1150,00082.jpg,_,ผู้
1151,00082.jpg,ปกครอง,ปกครอง
1152,00082.jpg,บ้านเมือง,บ้านเมือง
1153,00082.jpg,_,ไม่
1154,00082.jpg,ตั้ง,ตั้ง
1155,00082.jpg,อยู่,อยู่
1156,00082.jpg,ใน,ใน
1157,00082.jpg,ธรรม,ธรรม
1158,00082.jpg,_,_
1159,00082.jpg,ไม่,ไม่
1160,00082.jpg,_,ตั้ง
1161,00082.jpg,_,ผู้
1162,00083.jpg,_,มื
1163,00083.jpg,ศีลธรรม,ศีลธรรม
1164,00083.jpg,บริหาร,บริหาร
1165,00083.jpg,ประเทศ,ประเทศ
1166,00083.jpg,_,@
1167,00083.jpg,กลับ,กลับ
1168,00083.jpg,ตั้ง,ตั้ง
1169,00083.jpg,ผู้คน,ผู้คน
1170,00083.jpg,ไม่,ไม่
1171,00083.jpg,_,มี
1172,00083.jpg,สกุล,สกุล
1173,00083.jpg,แหน,แหน
1174,00083.jpg,_,_
1175,00083.jpg,เมื่อ,เมื่อ
1176,00084.jpg,เป็น,เป็น
1177,00084.jpg,เช่น,เช่น
1178,00084.jpg,_,นี๊
1179,00084.jpg,_,_
1180,00084.jpg,ตระกุล,ตระกุล
1181,00084.jpg,ใหญ่,ใหญ่
1182,00084.jpg,จัก,จัก
1183,00084.jpg,เฉ,เฉ
1184,00084.jpg,_,@
1185,00084.jpg,ตระกูล,ตระกูล
1186,00084.jpg,เลว,เลว
1187,00084.jpg,_,_
1188,00084.jpg,_,ๆ
1189,00084.jpg,_,_
1190,00085.jpg,จัก,จัก
1191,00085.jpg,ฑา,ฑา
1192,00085.jpg,กัน,กัน
1193,00085.jpg,เป็นใหญ่,เป็นใหญ่
1194,00085.jpg,_,_
1195,00085.jpg,_,เพื่อ
1196,00085.jpg,ความ,ความ
1197,00085.jpg,อยู่,อยู่
1198,00085.jpg,รอต,รอต
1199,00085.jpg,ตระกูล,ตระกูล
1200,00085.jpg,ใหญ่,ใหญ่
1201,00085.jpg,หา,หา
1202,00085.jpg,กัน,กัน
1203,00085.jpg,ยก,ยก
1204,00086.jpg,เว,เว
1205,00086.jpg,_,ให้
1206,00086.jpg,_,แก่
1207,00086.jpg,_,ผู้
1208,00086.jpg,ไม่,ไม่
1209,00086.jpg,_,มี
1210,00086.jpg,สกุล,สกุล
1211,00086.jpg,นั้น,นั้น
1212,00086.jpg,_,_
1213,00086.jpg,_,ข้อ
1214,00086.jpg,_,ที่
1215,00086.jpg,_,_
1216,00086.jpg,_,ซ
1217,00086.jpg,_,_
1218,00087.jpg,ซีม,ที่
1219,00087.jpg,พระสุบิน,พระสุบิน
1220,00087.jpg,เห็น,เห็น
1221,00087.jpg,ขาย,ขาย
1222,00087.jpg,กน,กน
1223,00087.jpg,หนึ่ง,หนึ่ง
1224,00087.jpg,นั้ง,นั้ง
1225,00087.jpg,พั้น,พั้น
1226,00087.jpg,เชือก,เชือก
1227,00087.jpg,หย่อน,หย่อน
1228,00087.jpg,ลง,ลง
1229,00087.jpg,ไป,ไป
1230,00087.jpg,ใกล้,ใกล้
1231,00087.jpg,เท้า,เท้า
1232,00088.jpg,_,_
1233,00088.jpg,_,มี
1234,00088.jpg,_,แม่
1235,00088.jpg,_,หมา
1236,00088.jpg,_,จั้ง
1237,00088.jpg,จอก,จอก
1238,00088.jpg,อดโซ,อดโซ
1239,00088.jpg,ตัว,ตัว
1240,00088.jpg,หนึ่ง,หนึ่ง
1241,00088.jpg,_,_
1242,00088.jpg,นอน,นอน
1243,00088.jpg,กัด,กัด
1244,00088.jpg,_,กิน
1245,00088.jpg,_,เลือก
1246,00089.jpg,นั้น,นั้น
1247,00089.jpg,อยู่,อยู่
1248,00089.jpg,_,ใต้
1249,00089.jpg,_,ตั่ง
1250,00089.jpg,ซม,ที๋
1251,00089.jpg,ขาย,ขาย
1252,00089.jpg,คน,คน
1253,00089.jpg,นั้น,นั้น
1254,00089.jpg,นั่ง,นั่ง
1255,00089.jpg,อยุ่,อยุ่
1256,00089.jpg,_,_
1257,00089.jpg,โดย,โดย
1258,00089.jpg,_,ที่
1259,00089.jpg,เขา,เขา
1260,00090.jpg,_,_
1261,00090.jpg,_,อู้
1262,00090.jpg,เลย,เลย
1263,00090.jpg,_,_
1264,00090.jpg,บั้น,บั้น
1265,00090.jpg,คือ,คือ
1266,00090.jpg,_,ใน
1267,00090.jpg,อนาคต,อนาคต
1268,00090.jpg,_,เมื่อ
1269,00090.jpg,โลก,โลก
1270,00090.jpg,เสื่อม,เสื่อม
1271,00090.jpg,_,_
1272,00090.jpg,_,_
1273,00090.jpg,_,_
1274,00091.jpg,_,หมู่
1275,00091.jpg,_,สตร์
1276,00091.jpg,จักพา,จักพา
1277,00091.jpg,กัน,กัน
1278,00091.jpg,เหลาะ,เหลาะ
1279,00091.jpg,แหละ,แหละ
1280,00091.jpg,_,ใน
1281,00091.jpg,ขาย,ขาย
1282,00091.jpg,_,ตืม
1283,00091.jpg,สุรา,สุรา
1284,00091.jpg,_,_
1285,00091.jpg,เอา,เอา
1286,00091.jpg,_,แต
1287,00091.jpg,_,_
1288,00092.jpg,แต่ง,แต่ง
1289,00092.jpg,_,ตัว
1290,00092.jpg,_,_
1291,00092.jpg,ขชอบ,ขชอบ
1292,00092.jpg,เที่ยวเตร,เที่ยวเตร
1293,00092.jpg,_,_
1294,00092.jpg,_,เห็น
1295,00092.jpg,_,แก่
1296,00092.jpg,_,ได้
1297,00092.jpg,_,_
1298,00092.jpg,ไม่,ไม่
1299,00092.jpg,_,มี
1300,00092.jpg,ศีลธรรม:,ศีลธรรม:
1301,00092.jpg,_,_
1302,00093.jpg,จักพา,จักพา
1303,00093.jpg,กัน,กัน
1304,00093.jpg,นํา,นํา
1305,00093.jpg,ทรัพย์,ทรัพย์
1306,00093.jpg,_,ที่
1307,00093.jpg,สามี,สามี
1308,00093.jpg,หา,หา
1309,00093.jpg,มา,มา
1310,00093.jpg,_,ได้
1311,00093.jpg,อย่าง,อย่าง
1312,00093.jpg,ยากลําบาก,ยากลําบาก
1313,00093.jpg,ไป,ไป
1314,00093.jpg,ซื้อ,ซื้อ
1315,00093.jpg,สุรา,สุรา
1316,00094.jpg,_,_
1317,00094.jpg,คงซุ๋สุขาย,คงซุ๋สุขาย
1318,00094.jpg,_,_
1319,00094.jpg,จื้อ,จื้อ
